movie_title,director,year
"Тихая ночь, смертельная ночь 3: Лучше поберегись!",Монте Хеллман,1989
Странные родители,Боб Балабан,1989
Терминатор II,Бруно Маттеи,1989
Собор (фильм),Микеле Соави,1989
Мы (телесериал),,
Святая кровь,Алехандро Ходоровски,
"Призрак Оперы (фильм, 1989)",Дуайт Литтл,1989
Теневая зона,Джозеф С. Кардоне,1989
Поворот на Трансильванию,Джим Уайнорски,
Повелители глубин,Мэри Энн Фишер,1989
Повелитель кукол,Дэвид Шмеллер,1989
Плотоядные мамаши,Джеймс Авилес Мартин,1988
Невеста реаниматора,Брайен Юзна,1989
Наблюдатели 2,,
Хэллоуин 5: Месть Майкла Майерса,,1989
Тэцуо — железный человек,Синъя Цукамото,1989
Моя мама — оборотень,,1989
"Пятница, 13-е — Часть 8: Джейсон штурмует Манхэттен",,1989
Муха 2,Крис Уолас,
"Маска Красной смерти (фильм, 1989)",Ларри Брэнд,1989
Ловушка для ведьм,Кевин Тенни,1989
"Левиафан (фильм, 1989)",Джордж Пан Косматос,1989
"Авалон (фильм, 1990)",Барри Левинсон,1990
На грани безумия,,1989
Отчим 2,,1989
"Женщина в чёрном (фильм, 1989)",Герберт Уайз,
Сонм белых княжон,Николай Обухович,1992
"Россия, которую мы потеряли",Станислав Говорухин,1992
Безбилетник (фильм),,1993
"Бедлам (фильм, 1993)",Вадим Жан,1993
Экстро 2: Второе вторжение,,1990
Маньяк-полицейский 2,Уильям Лустиг,
Смертельное оружие 3,Ричард Доннер,1992
Я нанял убийцу,Аки Каурисмяки,1990
"Элис (фильм, 1990)",Вуди Аллен,1990
Эрнест садится в тюрьму,,1990
Эйр Америка (фильм),Роджер Споттисвуд,1990
"Памяти минувшего дня (фильм, 1990)",Шарунас Бартас,1990
"Шуру (фильм, 1990)",,
Эдвард Руки-ножницы,Тим Бёртон,
Поспешное бегство,Спиро Разатос,1991
Повелитель кукол 3: Месть Тулона,Дэвид ДеКото,1991
Герои мультфильмов приходят на помощь,Карен Питерсон,
"Вернер. Твёрдый, как кость",,
Смерть сталинизма в Богемии,,
Ядерный рассвет,Джек Шолдер,
Я люблю тебя до смерти,Лоуренс Кэздан,1990
Чужая жизнь,,1990
Убийства в Чайна Лейк,,
Таинственное происшествие в Стайлзе (фильм),Росс Девениш,1990
Призрак в Монте-Карло (фильм),Джон Хью,1990
"Призрак Оперы (фильм, 1990)",Тони Ричардсон,1990
"Остров сокровищ (фильм, 1990)",,
Наивисты,,
"Маленькие похитители (фильм, 1990)",,1990
"Лорна Дун (фильм, 1990)",Эндрю Грив,
Нарковойны,,
«Япон» и японец,Сергей Ратников,1990
Принц и нищий (мультфильм),Джордж Скрибнер,
,,
,,
,,
,,
,,
,,
,,
Соло для Луны и волка,Александр Горленко,
Солдат и чёрт,Н. Голованова,
Тюк!,Ю. Калишер,
Утиные истории: Заветная лампа,Боб Хэткок,
Сладкая репа,Инна Пшеничная,
Сказка (мультфильм),Натан Лернер,
Пумс (мультфильм),Михаил Алдашин,
,,
Спасатели в Австралии,,
Приключения кузнечика Кузи (история первая),Инесса Ковалевская,
"Покатигорошек (мультфильм, 1990)",,
Кудрявый ёжик,Михаил Каменецкий,
Лицо страха,,
Серый Волк энд Красная Шапочка,Гарри Бардин,
"Концерт (мультфильм, 1990)",Гульмира Нугманова,
Его жена курица,Игорь Ковалёв,
Карманник (мультфильм),Аида Зябликова,
Лапландские сказки (мультфильм),Владимир Дегтярёв,
"Это мы, Господи! (фильм)",Александр Итыгилов,1990
"Очарованный странник (фильм, 1990)",Ирина Поплавская,
Филипп Траум,Игорь Масленников,1990
"Посредник (фильм, 1990)",Владимир Потапов,1990
Чёрная пантера и Белый медведь,Олег Бийма,1990
"Морской волк (фильм, 1990)",Игорь Апасян,
,,
Война на западном направлении,Тимофей Левчук,
Кот и Ко,Александр Гурьев,
Земляничный дождик,Борис Тузанович,
Меланхолический вальс (фильм),Борис Савченко,1990
В старом сундуке,,
,,
,,
"Барашек (мультфильм, СССР)",Наталия Голованова,
,,
,,
,,
,,
Робин Гуд (аниме),,
,,
Чиби Маруко Чан,,
Бестолковый вомбат,Сергей Кушнеров,
