film_title,director,year
Вешние воды (фильм),,1989
Группа «Коммитментс»,,1991
Дед Мороз (мультфильм),,
Обыкновенный преступник,,2000
Сексуальная тварь,,2000
Золотая чаша (фильм),,2000
Золотая пыль,,2000
Спасите Грейс,,
Побег из курятника,,
Грязь и ярость,,2000
"Паранойя (фильм, 2000)",,2000
"Лорна Дун (фильм, 2000)",,
"Госпожа Бовари (фильм, 2000)",,2000
Зелёные пальцы,,
Защита Лужина (фильм),,
Вундеркинды (фильм),,2000
"Женщина в чёрном (фильм, 1989)",,
"Великий Гэтсби (фильм, 2000)",,
Демон ночи,,2000
Ватель (фильм),,2000
"Большой куш (фильм, 2000)",,2000
Свидание со смертью (фильм),,1988
Путь 29,,1988
Гангстер № 1,,2000
"Опасные связи (фильм, 1988)",,1988
Ньюки (фильм),,1988
Приключения барона Мюнхгаузена (фильм),,1988
Парни из Эссекса,,2000
Отсчёт утопленников,,1988
Билли Эллиот,,
Логово белого червя (фильм),,
За королеву и страну,,1988
"Джек-потрошитель (фильм, 1988)",,
"Идеальное убийство (фильм, 1988)",,1988
Заря (фильм),,1988
Демон снов,,1988
Время цыган,,1988
Грозовой понедельник,,1988
Восставший из ада 2,,1988
"Душители (фильм, 1988)",,1988
Высокие надежды,,1988
Бумажный дом (фильм),,1988
Квартира ноль,,1988
Представь себе: Джон Леннон,,1988
Вой 4,,1988
Цементный сад (фильм),,1993
"Три мушкетёра (фильм, 1993)",,1993
Перепутанные наследники,,1993
Остаток дня (фильм),,1993
Остров Паскали,,
"Шустрая (фильм, 1993, Великобритания)",,
Эта замечательная жизнь Франца Кафки,,1993
НЛО: Не лезь в очко,,1993
Невероятные приключения Уоллеса и Громита: Неправильные штаны,,
Страна теней (фильм),,1993
Моя безумная жизнь,,1993
Итэн Фроум (фильм),,1993
Бастер (фильм),,1988
Дитя Макона,,1993
Обнажённая (фильм),,1993
"Невинный (фильм, 1993)",,1993
Маленький Будда,,1993
Мы вернулись! История динозавра,,
"Разум и чувства (фильм, 1995)",,1995
Блю,,1993
Последнее лето любви,,
"Бедлам (фильм, 1993)",,1993
Без единой улики,,1988
Во имя отца,,1993
Пригоршня пальцев,,1995
"Полное затмение (фильм, 1995)",,
"Отелло (фильм, 1995)",,1995
Остров головорезов,,1995
Лунный свет и Валентино,,1995
Полночь в Санкт-Петербурге,,1995
Институт Бенжамента,,1995
"Круг друзей (фильм, 1995)",,1995
Град камней,,1993
"Золотой глаз (фильм, 1995)",,1995
За что стоит умереть,,1995
День рождения Боба,,
Вдали от Рангуна,,
Битва Шарпа,,1995
Земля и свобода,,1995
Витгенштейн (фильм),,1993
Деревенский роман,,
Невероятные приключения Уоллеса и Громита: Стрижка «под ноль»,,
Воздушный поцелуй (фильм),,
"Шёпот (фильм, 1990)",,1990
Террор на борту,,1990
Антония (фильм),,1995
Утешение незнакомцев,,1990
Таинственное происшествие в Стайлзе (фильм),,1990
Настольная книга молодого отравителя,,1995
Под покровом небес (фильм),,1990
"Поле (фильм, 1990)",,1990
Музей Маргариты,,1995
Невеста декабря (фильм),,1990
Монашки в бегах,,1990
Мистер и миссис Бридж,,1990
"Мемфисская красотка (фильм, 1990)",,1990
"Лорна Дун (фильм, 1990)",,
Похититель радуги,,1990
Железо (фильм),,1990
Сладости жизни,,1990
"Превратности судьбы (фильм, 1990)",,1990
Горец 2: Оживление,,1990
"Ведьмы (фильм, 1990)",,1990
В поисках Олуэн,,
"Быстрее ветра (фильм, 1990)",,1990
"Сад (фильм, 1990)",,1990
"Чингисхан (фильм, 1992)",,1992
Отражающая кожа,,1990
Королевская шлюха,,1990
За завесой секретности,,1990
У воды,,1992
Считанные секунды,,1992
"Чума (фильм, 1992)",,1992
Мистер Фрост,,1990
Поворот винта (фильм),,1992
Синий лёд,,1992
Ущерб (фильм),,1992
Песчаный дьявол,,1992
Совсем как женщина,,1992
Лучшая,,1992
Самостоятельная жизнь,,1992
Друзья Питера,,1992
Горькая луна,,1992
Говардс-Энд (фильм),,1992
Орландо (фильм),,1992
Жестокая игра,,1992
Во всём виноват посыльный,,1992
"Чёрный Красавец (фильм, 1994)",,1994
Город удовольствий,,1992
"На запад (фильм, 1992)",,1992
"Тёмные воды (фильм, 1994)",,1994
Смерть и девушка,,1994
Ангел за моим столом,,1990
Смысл истории,,1992
Шопинг (фильм),,1994
Четыре свадьбы и одни похороны,,1994
Немой свидетель,,1994
Тайна гробницы,,1994
"Сирены (фильм, 1994)",,1994
Машина смерти,,1994
Уроки темноты,,
